W,sigma_GLC,sigma_BG
7.76,4416.28,4768.94
15.043,5884.55,6400.18
29.1614,7114.04,7797.4
56.5303,8184.14,9037.3
109.586,9111.37,10128.1
212.436,9897.74,11064
411.814,10548.8,11845.3
798.316,11076.5,12482
1547.56,11496.6,12990.8
3000,11826.4,13390.8
