W,sigma_GLC,sigma_BG
30.97,28.6647,29.9889
51.4787,46.2167,49.7034
85.5686,69.7451,77.3847
142.233,100.927,115.878
236.422,141.053,167.917
392.984,190.702,235.575
653.223,249.497,319.664
1085.8,316.014,419.252
1804.82,387.9,531.507
3000,462.175,651.967
