W,sigma_GLC,sigma_BG
10.19,897.459,1016.5
19.1647,1199.72,1344.59
36.0437,1448.23,1611.64
67.7886,1655.35,1833.53
127.492,1825.66,2015.99
239.779,1962.42,2162.62
450.961,2069.6,2277.65
848.138,2151.88,2366.03
1595.12,2214.03,2432.8
3000,2260.37,2482.61
