r,N
0.0001,0.843948
0.000100231,0.842949
0.000100462,0.841946
0.000100693,0.84094
0.000100925,0.839932
0.000101158,0.83892
0.000101391,0.837905
0.000101625,0.836888
0.00010186,0.835868
0.000102094,0.834844
0.00010233,0.833818
0.000102566,0.832789
0.000102802,0.831758
0.000103039,0.830723
0.000103277,0.829685
0.000103515,0.828645
0.000103754,0.827602
0.000103993,0.826556
0.000104233,0.825507
0.000104473,0.824456
0.000104714,0.823402
0.000104955,0.822345
0.000105197,0.821285
0.00010544,0.820223
0.000105683,0.819158
0.000105927,0.81809
0.000106171,0.81702
0.000106416,0.815947
0.000106661,0.814871
0.000106907,0.813793
0.000107153,0.812712
0.0001074,0.811629
0.000107648,0.810543
0.000107896,0.809454
0.000108145,0.808363
0.000108394,0.807269
0.000108644,0.806173
0.000108895,0.805075
0.000109146,0.803973
0.000109398,0.80287
0.00010965,0.801764
0.000109903,0.800655
0.000110156,0.799544
0.00011041,0.798431
0.000110665,0.797315
0.00011092,0.796197
0.000111176,0.795077
0.000111432,0.793954
0.000111689,0.792829
0.000111946,0.791701
0.000112204,0.790571
0.000112463,0.789439
0.000112722,0.788305
0.000112982,0.787169
0.000113243,0.78603
0.000113504,0.784889
0.000113766,0.783745
0.000114028,0.7826
0.000114291,0.781452
0.000114554,0.780303
0.000114819,0.779151
0.000115083,0.777997
0.000115349,0.776841
0.000115615,0.775682
0.000115881,0.774522
0.000116148,0.77336
0.000116416,0.772195
0.000116685,0.771029
0.000116954,0.76986
0.000117223,0.76869
0.000117494,0.767518
0.000117764,0.766343
0.000118036,0.765167
0.000118308,0.763989
0.000118581,0.762808
0.000118854,0.761626
0.000119128,0.760442
0.000119403,0.759257
0.000119678,0.758069
0.000119954,0.756879
0.000120231,0.755688
0.000120508,0.754495
0.000120786,0.7533
0.000121064,0.752103
0.000121344,0.750905
0.000121623,0.749705
0.000121904,0.748503
0.000122185,0.7473
0.000122467,0.746095
0.000122749,0.744889
0.000123032,0.743681
0.000123316,0.742471
0.0001236,0.74126
0.000123885,0.740047
0.000124171,0.738832
0.000124457,0.737617
0.000124744,0.736399
0.000125031,0.73518
0.00012532,0.73396
0.000125609,0.732738
0.000125898,0.731515
0.000126189,0.730291
0.00012648,0.729065
0.000126771,0.727838
0.000127063,0.726609
0.000127356,0.725379
0.00012765,0.724148
0.000127944,0.722915
0.000128239,0.721681
0.000128535,0.720446
0.000128831,0.719209
0.000129129,0.717972
0.000129426,0.716733
0.000129725,0.715493
0.000130024,0.714251
0.000130324,0.713009
0.000130624,0.711765
0.000130925,0.710521
0.000131227,0.709275
0.00013153,0.708028
0.000131833,0.70678
0.000132137,0.705531
0.000132442,0.70428
0.000132747,0.703029
0.000133053,0.701777
0.00013336,0.700524
0.000133667,0.69927
0.000133976,0.698014
0.000134284,0.696758
0.000134594,0.695501
0.000134904,0.694243
0.000135215,0.692984
0.000135527,0.691725
0.00013584,0.690464
0.000136153,0.689202
0.000136467,0.68794
0.000136781,0.686677
0.000137097,0.685413
0.000137413,0.684148
0.00013773,0.682883
0.000138047,0.681617
0.000138366,0.68035
0.000138685,0.679082
0.000139004,0.677813
0.000139325,0.676544
0.000139646,0.675275
0.000139968,0.674004
0.000140291,0.672733
0.000140614,0.671461
0.000140939,0.670189
0.000141264,0.668916
0.000141589,0.667643
0.000141916,0.666369
0.000142243,0.665094
0.000142571,0.663819
0.0001429,0.662543
0.000143229,0.661267
0.000143559,0.659991
0.00014389,0.658714
0.000144222,0.657436
0.000144555,0.656158
0.000144888,0.65488
0.000145222,0.653601
0.000145557,0.652322
0.000145892,0.651043
0.000146229,0.649763
0.000146566,0.648482
0.000146904,0.647202
0.000147243,0.645921
0.000147582,0.64464
0.000147922,0.643359
0.000148263,0.642077
0.000148605,0.640795
0.000148948,0.639513
0.000149291,0.638231
0.000149636,0.636949
0.000149981,0.635667
0.000150326,0.634384
0.000150673,0.633102
0.00015102,0.631819
0.000151369,0.630536
0.000151718,0.629254
0.000152068,0.627971
0.000152418,0.626688
0.00015277,0.625405
0.000153122,0.624122
0.000153475,0.622839
0.000153829,0.621557
0.000154183,0.620274
0.000154539,0.618991
0.000154895,0.617709
0.000155252,0.616426
0.00015561,0.615144
0.000155969,0.613861
0.000156329,0.612579
0.000156689,0.611297
0.00015705,0.610016
0.000157413,0.608734
0.000157776,0.607452
0.000158139,0.606171
0.000158504,0.60489
0.000158869,0.603609
0.000159236,0.602329
0.000159603,0.601048
0.000159971,0.599768
0.00016034,0.598489
0.000160709,0.597209
0.00016108,0.59593
0.000161451,0.594651
0.000161824,0.593373
0.000162197,0.592095
0.000162571,0.590817
0.000162946,0.58954
0.000163321,0.588263
0.000163698,0.586986
0.000164075,0.58571
0.000164454,0.584434
0.000164833,0.583159
0.000165213,0.581884
0.000165594,0.58061
0.000165976,0.579336
0.000166358,0.578063
0.000166742,0.57679
0.000167126,0.575517
0.000167512,0.574246
0.000167898,0.572974
0.000168285,0.571704
0.000168673,0.570434
0.000169062,0.569164
0.000169452,0.567895
0.000169842,0.566627
0.000170234,0.565359
0.000170626,0.564092
0.00017102,0.562825
0.000171414,0.56156
0.000171809,0.560295
0.000172206,0.55903
0.000172603,0.557766
0.000173001,0.556503
0.000173399,0.555241
0.000173799,0.553979
0.0001742,0.552718
0.000174602,0.551458
0.000175004,0.550199
0.000175408,0.54894
0.000175812,0.547682
0.000176218,0.546425
0.000176624,0.545169
0.000177031,0.543914
0.000177439,0.542659
0.000177848,0.541405
0.000178258,0.540152
0.000178669,0.5389
0.000179081,0.537649
0.000179494,0.536399
0.000179908,0.535149
0.000180323,0.533901
0.000180739,0.532653
0.000181156,0.531407
0.000181573,0.530161
0.000181992,0.528917
0.000182411,0.527673
0.000182832,0.526431
0.000183254,0.525189
0.000183676,0.523949
0.0001841,0.522709
0.000184524,0.521471
0.00018495,0.520233
0.000185376,0.518997
0.000185803,0.517762
0.000186232,0.516528
0.000186661,0.515295
0.000187092,0.514063
0.000187523,0.512833
0.000187955,0.511603
0.000188389,0.510375
0.000188823,0.509147
0.000189259,0.507921
0.000189695,0.506696
0.000190132,0.505473
0.000190571,0.50425
0.00019101,0.503029
0.00019145,0.501808
0.000191892,0.50059
0.000192334,0.499372
0.000192778,0.498155
0.000193222,0.49694
0.000193668,0.495726
0.000194114,0.494513
0.000194562,0.493302
0.000195011,0.492092
0.00019546,0.490883
0.000195911,0.489675
0.000196363,0.488469
0.000196815,0.487264
0.000197269,0.48606
0.000197724,0.484858
0.00019818,0.483657
0.000198637,0.482457
0.000199095,0.481259
0.000199554,0.480062
0.000200014,0.478866
0.000200475,0.477672
0.000200937,0.476479
0.000201401,0.475287
0.000201865,0.474097
0.00020233,0.472908
0.000202797,0.471721
0.000203265,0.470535
0.000203733,0.46935
0.000204203,0.468167
0.000204674,0.466986
0.000205146,0.465806
0.000205619,0.464627
0.000206093,0.463449
0.000206568,0.462274
0.000207044,0.461099
0.000207522,0.459926
0.000208,0.458755
0.00020848,0.457585
0.00020896,0.456416
0.000209442,0.455249
0.000209925,0.454084
0.000210409,0.45292
0.000210894,0.451758
0.000211381,0.450597
0.000211868,0.449437
0.000212356,0.448279
0.000212846,0.447123
0.000213337,0.445968
0.000213829,0.444815
0.000214322,0.443664
0.000214816,0.442513
0.000215311,0.441365
0.000215808,0.440218
0.000216305,0.439073
0.000216804,0.437929
0.000217304,0.436787
0.000217805,0.435646
0.000218307,0.434507
0.00021881,0.43337
0.000219315,0.432234
0.000219821,0.4311
0.000220327,0.429967
0.000220835,0.428836
0.000221345,0.427707
0.000221855,0.42658
0.000222367,0.425454
0.000222879,0.42433
0.000223393,0.423208
0.000223908,0.422087
0.000224424,0.420968
0.000224942,0.419851
0.000225461,0.418735
0.00022598,0.417622
0.000226501,0.41651
0.000227024,0.415399
0.000227547,0.414291
0.000228072,0.413184
0.000228598,0.412079
0.000229125,0.410976
0.000229653,0.409874
0.000230183,0.408775
0.000230713,0.407677
0.000231245,0.40658
0.000231778,0.405486
0.000232313,0.404393
0.000232848,0.403302
0.000233385,0.402213
0.000233923,0.401126
0.000234463,0.40004
0.000235003,0.398957
0.000235545,0.397875
0.000236088,0.396795
0.000236633,0.395716
0.000237178,0.39464
0.000237725,0.393565
0.000238273,0.392492
0.000238823,0.391421
0.000239373,0.390352
0.000239925,0.389285
0.000240478,0.388219
0.000241033,0.387155
0.000241589,0.386093
0.000242146,0.385033
0.000242704,0.383975
0.000243264,0.382919
0.000243825,0.381864
0.000244387,0.380811
0.00024495,0.379761
0.000245515,0.378712
0.000246081,0.377664
0.000246648,0.376619
0.000247217,0.375576
0.000247787,0.374534
0.000248358,0.373494
0.000248931,0.372457
0.000249505,0.371421
0.00025008,0.370387
0.000250657,0.369354
0.000251235,0.368324
0.000251814,0.367296
0.000252395,0.366269
0.000252977,0.365244
0.00025356,0.364222
0.000254145,0.363201
0.000254731,0.362182
0.000255318,0.361164
0.000255907,0.360149
0.000256497,0.359136
0.000257088,0.358124
0.000257681,0.357115
0.000258275,0.356107
0.000258871,0.355101
0.000259467,0.354098
0.000260066,0.353096
0.000260665,0.352096
0.000261266,0.351097
0.000261869,0.350101
0.000262473,0.349107
0.000263078,0.348114
0.000263684,0.347124
0.000264292,0.346135
0.000264902,0.345149
0.000265512,0.344164
0.000266125,0.343181
0.000266738,0.3422
0.000267353,0.341221
0.00026797,0.340244
0.000268588,0.339269
0.000269207,0.338295
0.000269828,0.337324
0.00027045,0.336355
0.000271073,0.335388
0.000271698,0.334422
0.000272325,0.333459
0.000272953,0.332497
0.000273582,0.331538
0.000274213,0.330581
0.000274845,0.329625
0.000275479,0.328672
0.000276114,0.32772
0.000276751,0.32677
0.000277389,0.325823
0.000278028,0.324877
0.000278669,0.323934
0.000279312,0.322992
0.000279956,0.322052
0.000280601,0.321115
0.000281248,0.320179
0.000281897,0.319245
0.000282547,0.318313
0.000283198,0.317384
0.000283851,0.316456
0.000284506,0.31553
0.000285162,0.314606
0.000285819,0.313684
0.000286478,0.312764
0.000287139,0.311846
0.000287801,0.31093
0.000288464,0.310016
0.000289129,0.309104
0.000289796,0.308194
0.000290464,0.307286
0.000291134,0.30638
0.000291805,0.305476
0.000292478,0.304574
0.000293152,0.303674
0.000293828,0.302775
0.000294506,0.301879
0.000295185,0.300985
0.000295865,0.300093
0.000296548,0.299202
0.000297231,0.298314
0.000297917,0.297428
0.000298604,0.296543
0.000299292,0.295661
0.000299982,0.29478
0.000300674,0.293902
0.000301367,0.293025
0.000302062,0.29215
0.000302758,0.291278
0.000303456,0.290407
0.000304156,0.289538
0.000304857,0.288671
0.00030556,0.287807
0.000306265,0.286944
0.000306971,0.286083
0.000307679,0.285224
0.000308388,0.284367
0.000309099,0.283512
0.000309812,0.282659
0.000310526,0.281807
0.000311242,0.280958
0.00031196,0.280111
0.000312679,0.279266
0.0003134,0.278422
0.000314123,0.277581
0.000314847,0.276741
0.000315573,0.275904
0.000316301,0.275068
0.00031703,0.274234
0.000317761,0.273402
0.000318494,0.272573
0.000319228,0.271745
0.000319964,0.270919
0.000320702,0.270095
0.000321441,0.269273
0.000322182,0.268452
0.000322925,0.267634
0.00032367,0.266818
0.000324416,0.266003
0.000325164,0.265191
0.000325914,0.26438
0.000326665,0.263571
0.000327418,0.262765
0.000328173,0.26196
0.00032893,0.261157
0.000329688,0.260356
0.000330449,0.259557
0.00033121,0.25876
0.000331974,0.257965
0.00033274,0.257172
0.000333507,0.25638
0.000334276,0.255591
0.000335046,0.254804
0.000335819,0.254018
0.000336593,0.253235
0.000337369,0.252453
0.000338147,0.251673
0.000338927,0.250896
0.000339708,0.25012
0.000340492,0.249346
0.000341277,0.248574
0.000342064,0.247804
0.000342852,0.247036
0.000343643,0.24627
0.000344435,0.245505
0.000345229,0.244743
0.000346025,0.243983
0.000346823,0.243224
0.000347623,0.242467
0.000348424,0.241713
0.000349228,0.24096
0.000350033,0.240209
0.00035084,0.23946
0.000351649,0.238712
0.00035246,0.237967
0.000353272,0.237224
0.000354087,0.236482
0.000354903,0.235742
0.000355722,0.235005
0.000356542,0.234269
0.000357364,0.233535
0.000358188,0.232802
0.000359014,0.232072
0.000359841,0.231344
0.000360671,0.230617
0.000361503,0.229892
0.000362336,0.229169
0.000363172,0.228448
0.000364009,0.227729
0.000364848,0.227012
0.00036569,0.226296
0.000366533,0.225583
0.000367378,0.224871
0.000368225,0.224161
0.000369074,0.223453
0.000369925,0.222746
0.000370778,0.222042
0.000371633,0.221339
0.00037249,0.220638
0.000373349,0.219939
0.000374209,0.219242
0.000375072,0.218547
0.000375937,0.217853
0.000376804,0.217162
0.000377673,0.216472
0.000378543,0.215783
0.000379416,0.215097
0.000380291,0.214413
0.000381168,0.21373
0.000382047,0.213049
0.000382928,0.21237
0.00038381,0.211692
0.000384695,0.211017
0.000385582,0.210343
0.000386471,0.209671
0.000387363,0.209001
0.000388256,0.208332
0.000389151,0.207665
0.000390048,0.207
0.000390947,0.206337
0.000391849,0.205676
0.000392752,0.205016
0.000393658,0.204358
0.000394566,0.203702
0.000395475,0.203048
0.000396387,0.202395
0.000397301,0.201744
0.000398217,0.201095
0.000399135,0.200447
0.000400056,0.199802
0.000400978,0.199158
0.000401903,0.198515
0.000402829,0.197875
0.000403758,0.197236
0.000404689,0.196599
0.000405622,0.195964
0.000406557,0.19533
0.000407495,0.194699
0.000408434,0.194069
0.000409376,0.193441
0.00041032,0.192814
0.000411266,0.192189
0.000412214,0.191566
0.000413165,0.190945
0.000414117,0.190325
0.000415072,0.189707
0.000416029,0.189091
0.000416988,0.188477
0.00041795,0.187864
0.000418914,0.187253
0.000419879,0.186643
0.000420848,0.186036
0.000421818,0.18543
0.000422791,0.184825
0.000423765,0.184223
0.000424742,0.183622
0.000425722,0.183023
0.000426703,0.182425
0.000427687,0.181829
0.000428673,0.181235
0.000429662,0.180642
0.000430652,0.180051
0.000431645,0.179462
0.000432641,0.178875
0.000433638,0.178289
0.000434638,0.177704
0.00043564,0.177122
0.000436645,0.176541
0.000437651,0.175962
0.00043866,0.175384
0.000439672,0.174808
0.000440686,0.174233
0.000441702,0.17366
0.00044272,0.173089
0.000443741,0.17252
0.000444764,0.171952
0.000445789,0.171385
0.000446817,0.170821
0.000447848,0.170257
0.00044888,0.169696
0.000449915,0.169136
0.000450953,0.168578
0.000451992,0.168021
0.000453034,0.167466
0.000454079,0.166912
0.000455126,0.16636
0.000456175,0.16581
0.000457227,0.165261
0.000458281,0.164714
0.000459338,0.164168
0.000460397,0.163624
0.000461459,0.163081
0.000462523,0.16254
0.000463589,0.162001
0.000464658,0.161463
0.000465729,0.160926
0.000466803,0.160391
0.00046788,0.159858
0.000468958,0.159326
0.00047004,0.158796
0.000471123,0.158267
0.00047221,0.15774
0.000473298,0.157215
0.00047439,0.156691
0.000475483,0.156168
0.00047658,0.155647
0.000477679,0.155127
0.00047878,0.154609
0.000479884,0.154093
0.00048099,0.153577
0.000482099,0.153064
0.000483211,0.152552
0.000484325,0.152041
0.000485442,0.151532
0.000486561,0.151024
0.000487683,0.150518
0.000488807,0.150014
0.000489935,0.14951
0.000491064,0.149009
0.000492196,0.148508
0.000493331,0.14801
0.000494469,0.147512
0.000495609,0.147017
0.000496752,0.146522
0.000497897,0.14603
0.000499045,0.145538
0.000500196,0.145048
0.000501349,0.14456
0.000502505,0.144073
0.000503663,0.143588
0.000504825,0.143104
0.000505989,0.142621
0.000507155,0.14214
0.000508325,0.14166
0.000509497,0.141182
0.000510672,0.140705
0.000511849,0.14023
0.000513029,0.139756
0.000514212,0.139283
0.000515398,0.138812
0.000516586,0.138342
0.000517777,0.137874
0.000518971,0.137407
