W,sigma_GLC,sigma_BG
7.76,3880.89,4223.31
15.043,5077.63,5575.74
29.1614,5996.92,6640.97
56.5303,6727.7,7503.82
109.586,7307.63,8197.26
212.436,7759.98,8742.46
411.814,8105.92,9161.3
798.316,8365.9,9476.75
1547.56,8558.57,9710.63
3000,8699.79,9881.95
