W,sigma_GLC,sigma_BG
30.97,58.8336,64.2169
51.4787,81.897,92.0929
85.5686,114.433,133.109
142.233,156.679,188.911
236.422,208.635,260.859
392.984,269.541,349.148
653.223,337.752,452.348
1085.8,410.842,567.331
1804.82,485.876,689.575
3000,559.777,813.769
