r,N
0.0001,5.11727e-08
0.000100231,5.1409e-08
0.000100462,5.16463e-08
0.000100693,5.18847e-08
0.000100925,5.21243e-08
0.000101158,5.23649e-08
0.000101391,5.26067e-08
0.000101625,5.28495e-08
0.00010186,5.30935e-08
0.000102094,5.33386e-08
0.00010233,5.35849e-08
0.000102566,5.38323e-08
0.000102802,5.40808e-08
0.000103039,5.43305e-08
0.000103277,5.45813e-08
0.000103515,5.48333e-08
0.000103754,5.50864e-08
0.000103993,5.53408e-08
0.000104233,5.55963e-08
0.000104473,5.58529e-08
0.000104714,5.61108e-08
0.000104955,5.63698e-08
0.000105197,5.66301e-08
0.00010544,5.68915e-08
0.000105683,5.71542e-08
0.000105927,5.7418e-08
0.000106171,5.76831e-08
0.000106416,5.79494e-08
0.000106661,5.8217e-08
0.000106907,5.84857e-08
0.000107153,5.87557e-08
0.0001074,5.9027e-08
0.000107648,5.92995e-08
0.000107896,5.95733e-08
0.000108145,5.98483e-08
0.000108394,6.01246e-08
0.000108644,6.04022e-08
0.000108895,6.06811e-08
0.000109146,6.09612e-08
0.000109398,6.12426e-08
0.00010965,6.15254e-08
0.000109903,6.18094e-08
0.000110156,6.20948e-08
0.00011041,6.23815e-08
0.000110665,6.26695e-08
0.00011092,6.29588e-08
0.000111176,6.32494e-08
0.000111432,6.35415e-08
0.000111689,6.38348e-08
0.000111946,6.41295e-08
0.000112204,6.44256e-08
0.000112463,6.4723e-08
0.000112722,6.50218e-08
0.000112982,6.5322e-08
0.000113243,6.56236e-08
0.000113504,6.59265e-08
0.000113766,6.62309e-08
0.000114028,6.65367e-08
0.000114291,6.68439e-08
0.000114554,6.71525e-08
0.000114819,6.74625e-08
0.000115083,6.77739e-08
0.000115349,6.80868e-08
0.000115615,6.84012e-08
0.000115881,6.8717e-08
0.000116148,6.90342e-08
0.000116416,6.93529e-08
0.000116685,6.96731e-08
0.000116954,6.99948e-08
0.000117223,7.03179e-08
0.000117494,7.06425e-08
0.000117764,7.09687e-08
0.000118036,7.12963e-08
0.000118308,7.16255e-08
0.000118581,7.19562e-08
0.000118854,7.22884e-08
0.000119128,7.26221e-08
0.000119403,7.29574e-08
0.000119678,7.32942e-08
0.000119954,7.36326e-08
0.000120231,7.39725e-08
0.000120508,7.4314e-08
0.000120786,7.46571e-08
0.000121064,7.50018e-08
0.000121344,7.5348e-08
0.000121623,7.56959e-08
0.000121904,7.60454e-08
0.000122185,7.63964e-08
0.000122467,7.67491e-08
0.000122749,7.71035e-08
0.000123032,7.74594e-08
0.000123316,7.7817e-08
0.0001236,7.81763e-08
0.000123885,7.85372e-08
0.000124171,7.88998e-08
0.000124457,7.92641e-08
0.000124744,7.963e-08
0.000125031,7.99976e-08
0.00012532,8.0367e-08
0.000125609,8.0738e-08
0.000125898,8.11107e-08
0.000126189,8.14852e-08
0.00012648,8.18614e-08
0.000126771,8.22393e-08
0.000127063,8.2619e-08
0.000127356,8.30004e-08
0.00012765,8.33836e-08
0.000127944,8.37686e-08
0.000128239,8.41553e-08
0.000128535,8.45438e-08
0.000128831,8.49342e-08
0.000129129,8.53263e-08
0.000129426,8.57202e-08
0.000129725,8.61159e-08
0.000130024,8.65135e-08
0.000130324,8.69129e-08
0.000130624,8.73142e-08
0.000130925,8.77173e-08
0.000131227,8.81222e-08
0.00013153,8.85291e-08
0.000131833,8.89378e-08
0.000132137,8.93484e-08
0.000132442,8.97609e-08
0.000132747,9.01753e-08
0.000133053,9.05916e-08
0.00013336,9.10098e-08
0.000133667,9.143e-08
0.000133976,9.18521e-08
0.000134284,9.22762e-08
0.000134594,9.27022e-08
0.000134904,9.31302e-08
0.000135215,9.35601e-08
0.000135527,9.39921e-08
0.00013584,9.4426e-08
0.000136153,9.48619e-08
0.000136467,9.52999e-08
0.000136781,9.57399e-08
0.000137097,9.61819e-08
0.000137413,9.66259e-08
0.00013773,9.7072e-08
0.000138047,9.75201e-08
0.000138366,9.79704e-08
0.000138685,9.84227e-08
0.000139004,9.88771e-08
0.000139325,9.93335e-08
0.000139646,9.97921e-08
0.000139968,1.00253e-07
0.000140291,1.00716e-07
0.000140614,1.01181e-07
0.000140939,1.01648e-07
0.000141264,1.02117e-07
0.000141589,1.02589e-07
0.000141916,1.03062e-07
0.000142243,1.03538e-07
0.000142571,1.04016e-07
0.0001429,1.04496e-07
0.000143229,1.04979e-07
0.000143559,1.05463e-07
0.00014389,1.0595e-07
0.000144222,1.06439e-07
0.000144555,1.06931e-07
0.000144888,1.07424e-07
0.000145222,1.0792e-07
0.000145557,1.08419e-07
0.000145892,1.08919e-07
0.000146229,1.09422e-07
0.000146566,1.09927e-07
0.000146904,1.10435e-07
0.000147243,1.10944e-07
0.000147582,1.11457e-07
0.000147922,1.11971e-07
0.000148263,1.12488e-07
0.000148605,1.13007e-07
0.000148948,1.13529e-07
0.000149291,1.14053e-07
0.000149636,1.1458e-07
0.000149981,1.15109e-07
0.000150326,1.1564e-07
0.000150673,1.16174e-07
0.00015102,1.16711e-07
0.000151369,1.17249e-07
0.000151718,1.17791e-07
0.000152068,1.18334e-07
0.000152418,1.18881e-07
0.00015277,1.1943e-07
0.000153122,1.19981e-07
0.000153475,1.20535e-07
0.000153829,1.21091e-07
0.000154183,1.2165e-07
0.000154539,1.22212e-07
0.000154895,1.22776e-07
0.000155252,1.23343e-07
0.00015561,1.23913e-07
0.000155969,1.24485e-07
0.000156329,1.25059e-07
0.000156689,1.25637e-07
0.00015705,1.26217e-07
0.000157413,1.26799e-07
0.000157776,1.27385e-07
0.000158139,1.27973e-07
0.000158504,1.28564e-07
0.000158869,1.29157e-07
0.000159236,1.29754e-07
0.000159603,1.30353e-07
0.000159971,1.30954e-07
0.00016034,1.31559e-07
0.000160709,1.32166e-07
0.00016108,1.32776e-07
0.000161451,1.33389e-07
0.000161824,1.34005e-07
0.000162197,1.34624e-07
0.000162571,1.35245e-07
0.000162946,1.3587e-07
0.000163321,1.36497e-07
0.000163698,1.37127e-07
0.000164075,1.3776e-07
0.000164454,1.38396e-07
0.000164833,1.39035e-07
0.000165213,1.39677e-07
0.000165594,1.40322e-07
0.000165976,1.4097e-07
0.000166358,1.41621e-07
0.000166742,1.42275e-07
0.000167126,1.42931e-07
0.000167512,1.43591e-07
0.000167898,1.44254e-07
0.000168285,1.4492e-07
0.000168673,1.45589e-07
0.000169062,1.46261e-07
0.000169452,1.46937e-07
0.000169842,1.47615e-07
0.000170234,1.48296e-07
0.000170626,1.48981e-07
0.00017102,1.49669e-07
0.000171414,1.5036e-07
0.000171809,1.51054e-07
0.000172206,1.51751e-07
0.000172603,1.52452e-07
0.000173001,1.53156e-07
0.000173399,1.53863e-07
0.000173799,1.54573e-07
0.0001742,1.55287e-07
0.000174602,1.56004e-07
0.000175004,1.56724e-07
0.000175408,1.57448e-07
0.000175812,1.58174e-07
0.000176218,1.58905e-07
0.000176624,1.59638e-07
0.000177031,1.60375e-07
0.000177439,1.61116e-07
0.000177848,1.6186e-07
0.000178258,1.62607e-07
0.000178669,1.63358e-07
0.000179081,1.64112e-07
0.000179494,1.64869e-07
0.000179908,1.65631e-07
0.000180323,1.66395e-07
0.000180739,1.67163e-07
0.000181156,1.67935e-07
0.000181573,1.6871e-07
0.000181992,1.69489e-07
0.000182411,1.70272e-07
0.000182832,1.71058e-07
0.000183254,1.71848e-07
0.000183676,1.72641e-07
0.0001841,1.73438e-07
0.000184524,1.74239e-07
0.00018495,1.75043e-07
0.000185376,1.75851e-07
0.000185803,1.76663e-07
0.000186232,1.77479e-07
0.000186661,1.78298e-07
0.000187092,1.79121e-07
0.000187523,1.79948e-07
0.000187955,1.80779e-07
0.000188389,1.81614e-07
0.000188823,1.82452e-07
0.000189259,1.83294e-07
0.000189695,1.84141e-07
0.000190132,1.84991e-07
0.000190571,1.85845e-07
0.00019101,1.86703e-07
0.00019145,1.87565e-07
0.000191892,1.88431e-07
0.000192334,1.89301e-07
0.000192778,1.90175e-07
0.000193222,1.91053e-07
0.000193668,1.91935e-07
0.000194114,1.92821e-07
0.000194562,1.93711e-07
0.000195011,1.94605e-07
0.00019546,1.95504e-07
0.000195911,1.96406e-07
0.000196363,1.97313e-07
0.000196815,1.98224e-07
0.000197269,1.99139e-07
0.000197724,2.00058e-07
0.00019818,2.00982e-07
0.000198637,2.0191e-07
0.000199095,2.02842e-07
0.000199554,2.03778e-07
0.000200014,2.04719e-07
0.000200475,2.05664e-07
0.000200937,2.06614e-07
0.000201401,2.07568e-07
0.000201865,2.08526e-07
0.00020233,2.09489e-07
0.000202797,2.10456e-07
0.000203265,2.11428e-07
0.000203733,2.12404e-07
0.000204203,2.13384e-07
0.000204674,2.14369e-07
0.000205146,2.15359e-07
0.000205619,2.16353e-07
0.000206093,2.17352e-07
0.000206568,2.18356e-07
0.000207044,2.19364e-07
0.000207522,2.20376e-07
0.000208,2.21394e-07
0.00020848,2.22416e-07
0.00020896,2.23443e-07
0.000209442,2.24474e-07
0.000209925,2.25511e-07
0.000210409,2.26552e-07
0.000210894,2.27598e-07
0.000211381,2.28648e-07
0.000211868,2.29704e-07
0.000212356,2.30765e-07
0.000212846,2.3183e-07
0.000213337,2.329e-07
0.000213829,2.33975e-07
0.000214322,2.35056e-07
0.000214816,2.36141e-07
0.000215311,2.37231e-07
0.000215808,2.38326e-07
0.000216305,2.39427e-07
0.000216804,2.40532e-07
0.000217304,2.41642e-07
0.000217805,2.42758e-07
0.000218307,2.43879e-07
0.00021881,2.45005e-07
0.000219315,2.46136e-07
0.000219821,2.47272e-07
0.000220327,2.48414e-07
0.000220835,2.49561e-07
0.000221345,2.50713e-07
0.000221855,2.5187e-07
0.000222367,2.53033e-07
0.000222879,2.54201e-07
0.000223393,2.55375e-07
0.000223908,2.56554e-07
0.000224424,2.57738e-07
0.000224942,2.58928e-07
0.000225461,2.60123e-07
0.00022598,2.61324e-07
0.000226501,2.62531e-07
0.000227024,2.63743e-07
0.000227547,2.6496e-07
0.000228072,2.66184e-07
0.000228598,2.67413e-07
0.000229125,2.68647e-07
0.000229653,2.69887e-07
0.000230183,2.71133e-07
0.000230713,2.72385e-07
0.000231245,2.73643e-07
0.000231778,2.74906e-07
0.000232313,2.76175e-07
0.000232848,2.7745e-07
0.000233385,2.78731e-07
0.000233923,2.80018e-07
0.000234463,2.81311e-07
0.000235003,2.82609e-07
0.000235545,2.83914e-07
0.000236088,2.85225e-07
0.000236633,2.86542e-07
0.000237178,2.87865e-07
0.000237725,2.89194e-07
0.000238273,2.90529e-07
