W,sigma_GLC,sigma_BG
10.19,1219.4,1364.25
19.1647,1423.88,1584.19
36.0437,1622.32,1797.23
67.7886,1793.95,1981.43
127.492,1935.08,2132.97
239.779,2047.3,2253.54
450.961,2134.33,2347.08
848.138,2200.55,2418.27
1595.12,2250.2,2471.65
3000,2287.03,2511.24
