W,sigma_GLC,sigma_BG
10.19,986.149,1133.22
19.1647,1341.82,1521.9
36.0437,1659.66,1864.31
67.7886,1949.67,2175.02
127.492,2210.69,2454.24
239.779,2439.33,2698.92
450.961,2634.06,2907.5
848.138,2795.82,3080.93
1595.12,2927.42,3222.15
3000,3032.72,3335.23
