#y d_sigma_dy_GLC d_sigma_dy_BG
5.44309 0.249519 0.253978
5.51765 0.216709 0.219856
5.59221 0.186035 0.188113
5.66678 0.157654 0.158889
5.74134 0.131702 0.132296
5.8159 0.108279 0.108413
5.89047 0.0874502 0.0872754
5.96503 0.0692324 0.0688751
6.03959 0.0535943 0.0531529
6.11415 0.0404522 0.0399989
6.18872 0.0296703 0.0292533
6.26328 0.0210636 0.0207106
6.33784 0.0144053 0.0141272
6.41241 0.00943651 0.00923206
6.48697 0.00588004 0.00573986
6.56153 0.00345531 0.00336611
6.63609 0.00189415 0.0018419
6.71066 0.000955215 0.000927376
6.78522 0.000435082 0.00042181
6.85978 0.00017459 0.00016906
6.93435 5.96066e-05 5.76586e-05
7.00891 1.6451e-05 1.58992e-05
7.08347 3.39049e-06 3.27426e-06
7.15803 4.56841e-07 4.40879e-07
7.2326 3.13613e-08 3.02469e-08
7.30716 6.26515e-10 6.03899e-10
7.38172 6.09782e-13 5.87438e-13
7.45629 6.54661e-55 9.46463e-55
