# W sigma_GLC sigma_BG
10.19 1357.21 1536.79
19.1647 1622.46 1822.39
36.0437 1898.93 2119.05
67.7886 2158.64 2397.37
127.492 2390.86 2646.23
239.779 2591.24 2861.1
450.961 2759.33 3041.49
848.138 2897.18 3189.51
1595.12 3008.18 3308.76
3000 3096.28 3403.45
