# W sigma_GLC sigma_BG
30.97 42.7292 44.7163
51.4787 58.1433 62.1572
85.5686 80.0148 87.7046
142.233 109.03 122.872
236.422 146.055 169.565
392.984 191.737 229.588
653.223 246.275 304.259
1085.8 309.272 394.055
1804.82 379.677 498.346
3000 455.824 615.28
