# W sigma_GLC sigma_BG
30.97 58.8325 64.2153
51.4787 81.8955 92.0905
85.5686 114.43 133.106
142.233 156.675 188.905
236.422 208.629 260.85
392.984 269.533 349.135
653.223 337.742 452.33
1085.8 410.827 567.305
1804.82 485.854 689.538
3000 559.747 813.717
