W,sigma_GLC,sigma_BG
94.6,0.0823309,0.0901021
138.898,0.11006,0.120804
203.938,0.150226,0.165491
299.434,0.2065,0.228474
439.647,0.284298,0.316167
645.517,0.390967,0.437406
947.788,0.536198,0.604065
1391.6,0.732512,0.831828
2043.23,0.995785,1.14109
3000,1.34572,1.55793
