# W sigma_GLC sigma_BG
94.6 0.0519295 0.063592
138.898 0.0694905 0.0853334
203.938 0.0949706 0.117022
299.434 0.130745 0.161765
439.647 0.180327 0.224194
645.517 0.24851 0.310724
947.788 0.341664 0.430026
1391.6 0.468086 0.593639
2043.23 0.638406 0.8167
3000 0.865972 1.11875
