W,sigma_GLC,sigma_BG
7.76,5884.85,6393.07
15.043,6914.96,7567.1
29.1614,7949.92,8764.39
56.5303,8887.46,9864.58
109.586,9699.33,10828.3
212.436,10380.4,11643.9
411.814,10937.8,12315.3
798.316,11384.9,12856
1547.56,11737.9,13283.9
3000,12013.2,13617.9
