W,sigma_GLC,sigma_BG
7.76,5104.07,5599.74
15.043,5866.16,6486.95
29.1614,6579.68,7328.65
56.5303,7175.8,8040.06
109.586,7651.86,8612.76
212.436,8021.01,9059.05
411.814,8301.08,9398.53
798.316,8510.05,9652.05
1547.56,8664,9838.75
3000,8776.31,9974.79
